ori,months_reported,sex_acts,sex_acts_cleared,sex_acts_juvenile_cleared,servitude,servitude_cleared,servitude_juvenile_cleared
MO10405,12,0,0,0,0,0,0
MO10409,12,0,0,0,0,0,0
MO10500,12,0,0,0,0,0,0
MO10501,12,0,0,0,0,0,0
MO10502,12,0,0,0,0,0,0
MO10503,12,0,0,0,0,0,0
MO10504,12,0,0,0,0,0,0
MO10505,12,0,0,0,0,0,0
MO10506,12,0,0,0,0,0,0
MO10507,12,0,0,0,0,0,0
MO10600,12,0,0,0,0,0,0
MO10601,12,0,0,0,0,0,0
MO10700,12,0,0,0,0,0,0
MO10701,12,0,0,0,0,0,0
MO10702,12,0,0,0,0,0,0
MO10703,12,0,0,0,0,0,0
MO10704,12,0,0,0,0,0,0
MO10706,12,0,0,0,0,0,0
MO10800,12,0,0,0,0,0,0
MO10801,12,0,0,0,0,0,0
MO10802,12,0,0,0,0,0,0
MO10803,12,0,0,0,0,0,0
MO10805,12,0,0,0,0,0,0
MO10900,12,0,0,0,0,0,0
MO10901,12,0,0,0,0,0,0
MO11000,12,0,0,0,0,0,0
MO11001,12,0,0,0,0,0,0
MO11002,12,0,0,0,0,0,0
MO11003,12,0,0,0,0,0,0
MO11004,12,0,0,0,0,0,0
MO11100,12,0,0,0,0,0,0
MO11103,12,0,0,0,0,0,0
MO11200,12,0,0,0,0,0,0
MO11201,12,0,0,0,0,0,0
MO11203,12,0,0,0,0,0,0
MO11300,12,0,0,0,0,0,0
MO11301,12,0,0,0,0,0,0
MO11302,12,0,0,0,0,0,0
MO11304,12,0,0,0,0,0,0
MO11305,12,0,0,0,0,0,0
MO11306,12,0,0,0,0,0,0
MO11400,12,0,0,0,0,0,0
MO11500,12,0,0,0,0,0,0
MO11501,12,0,0,0,0,0,0
MO11502,12,0,0,0,0,0,0
MO11503,12,0,0,0,0,0,0
MO11504,5,0,0,0,0,0,0
MT02501,1,0,0,0,1,1,0
NVDI003,1,0,0,0,0,0,0
NVDI005,1,0,0,0,0,0,0
NVDI007,1,0,0,0,0,0,0
NVDI008,1,0,0,0,0,0,0
NVDI050,1,0,0,0,0,0,0
NVDI051,1,0,0,0,0,0,0
NVDI055,1,0,0,0,0,0,0
NVDI057,1,0,0,0,0,0,0
NVDI058,1,0,0,0,0,0,0
NVDI063,1,0,0,0,0,0,0
NVDI064,1,0,0,0,0,0,0
NVDI065,3,0,0,0,0,0,0
NVDI066,1,0,0,0,0,0,0
NV00100,3,0,0,0,0,0,0
NV00101,4,0,0,0,0,0,0
NV00201,5,0,0,0,0,0,0
NV00202,4,0,0,0,0,0,0
NV00203,8,0,0,0,0,0,0
NV00204,4,0,0,0,0,0,0
NV00209,4,0,0,0,0,0,0
NV00210,5,0,0,0,0,0,0
NV00216,4,0,0,0,0,0,0
NV00220,1,0,0,0,0,0,0
NV00300,3,0,0,0,0,0,0
NV00310,1,0,0,0,0,0,0
NV00400,4,0,0,0,0,0,0
NV00401,4,0,0,0,0,0,0
NV00402,2,0,0,0,0,0,0
NV00405,5,0,0,0,0,0,0
NV00500,8,0,0,0,0,0,0
NV00600,4,0,0,0,0,0,0
NV00700,4,0,0,0,0,0,0
NV00701,5,0,0,0,0,0,0
NV00800,7,0,0,0,0,0,0
NV00900,6,0,0,0,0,0,0
NV01000,4,0,0,0,0,0,0
NV01001,6,0,0,0,0,0,0
NV01002,1,0,0,0,0,0,0
NV01200,5,0,0,0,0,0,0
NV01300,5,0,0,0,0,0,0
NV01311,1,0,0,0,0,0,0
NV01400,1,0,0,0,0,0,0
NV01401,5,0,0,0,0,0,0
NV01500,4,0,0,0,0,0,0
NV01600,5,0,0,0,0,0,0
NV01601,7,0,0,0,0,0,0
NV01602,4,0,0,0,0,0,0
NV01603,2,0,0,0,0,0,0
NV01610,4,0,0,0,0,0,0
NV01615,5,0,0,0,0,0,0
NV01700,7,0,0,0,0,0,0
OH00200,8,0,0,0,0,0,0
OH00201,10,0,0,0,0,0,0
OH00202,12,0,0,0,0,0,0
OH00401,1,0,0,0,0,0,0
OH00402,5,0,0,0,0,0,0
OH00510,2,0,0,0,0,0,0
OH00901,12,0,0,0,0,0,0
OH00905,2,0,0,0,0,0,0
OH00917,12,0,0,0,0,0,0
OH01202,11,0,0,0,0,0,0
OH01803,2,0,0,0,0,0,0
OH01806,1,0,0,0,0,0,0
OH01815,1,0,0,0,0,0,0
OH01823,12,0,0,0,0,0,0
OH01832,12,0,0,0,0,0,0
OH01838,3,0,0,0,0,0,0
OH01839,10,0,0,0,0,0,0
OH01852,12,0,0,0,0,0,0
OH01853,7,0,0,0,0,0,0
OH01857,11,0,0,0,0,0,0
OH01859,1,0,0,0,0,0,0
OH01864,9,0,0,0,0,0,0
OH01901,12,0,0,0,0,0,0
OH02101,2,0,0,0,0,0,0
OH02801,11,0,0,0,0,0,0
OH02803,11,0,0,0,0,0,0
OH02805,12,0,0,0,0,0,0
OH02806,10,0,0,0,0,0,0
OH02808,2,0,0,0,0,0,0
OH02818,7,0,0,0,0,0,0
OH02904,12,0,0,0,0,0,0
OH02912,12,0,0,0,0,0,0
OH03001,5,0,0,0,0,0,0
OH03102,12,0,0,0,0,0,0
OH03110,2,0,0,0,0,0,0
OH03116,12,0,0,0,0,0,0
OH03117,2,0,0,0,0,0,0
OH03122,12,0,0,0,0,0,0
OH03125,6,0,0,0,0,0,0
OH03132,3,0,0,0,0,0,0
OH03137,8,0,0,0,0,0,0
OH04301,12,0,0,0,0,0,0
OH04302,7,0,0,0,0,0,0
OH04308,12,0,0,0,0,0,0
OH04312,1,0,0,0,0,0,0
OH04322,7,0,0,0,0,0,0
OH04324,12,0,0,0,0,0,0
OH04407,3,0,0,0,0,0,0
OH04706,12,0,0,0,0,0,0
OH04710,12,0,0,0,0,0,0
OH04807,4,0,0,0,0,0,0
OH04818,12,0,0,0,0,0,0
OH05014,3,0,0,0,0,0,0
OH05208,10,0,0,0,0,0,0
OH05209,1,0,0,0,0,0,0
OH05212,12,0,0,0,0,0,0
OH05216,2,0,0,0,0,0,0
OH05701,2,0,0,0,0,0,0
OH05711,4,0,0,0,0,0,0
OH05713,7,0,0,0,0,0,0
OH05715,12,0,0,0,0,0,0
OH06200,4,0,0,0,0,0,0
OH06701,7,0,0,0,0,0,0
OH06703,10,0,0,0,0,0,0
OH06711,6,0,0,0,0,0,0
OH06714,12,0,0,0,0,0,0
OH07309,12,0,0,0,0,0,0
OH07400,12,0,0,0,0,0,0
OH07601,12,0,0,0,0,0,0
OH07606,12,0,0,0,0,0,0
OH07609,12,0,0,0,0,0,0
OH07708,12,0,0,0,0,0,0
OH07719,1,0,0,0,0,0,0
OH07730,12,0,0,0,0,0,0
OH07903,5,0,0,0,0,0,0
OH08303,12,0,0,0,0,0,0
OH08502,11,0,0,0,0,0,0
OKOHP17,2,0,0,0,0,0,0
OK00701,12,0,0,0,0,0,0
OK00710,8,0,0,0,0,0,0
OK00800,12,0,0,0,0,0,0
OK00901,12,0,0,0,0,0,0
OK00905,12,0,0,0,0,0,0
OK01000,12,0,0,0,0,0,0
OK01001,12,0,0,0,0,0,0
OK01017,12,0,0,0,0,0,0
OK01200,12,0,0,0,0,0,0
OK01400,12,0,0,0,0,0,0
OK01401,12,0,0,0,0,0,0
OK01402,12,0,0,0,0,0,0
OK01405,12,0,0,0,0,0,0
OK01601,12,0,0,0,0,0,0
OK01615,12,0,0,0,0,0,0
OK01801,10,0,0,0,0,0,0
OK01908,5,0,0,0,0,0,0
OK02002,12,0,0,0,0,0,0
OK02107,12,0,0,0,0,0,0
OK02108,12,0,0,0,0,0,0
OK02401,12,0,0,0,0,0,0
OK02601,12,0,0,0,0,0,0
OK03500,3,0,0,0,0,0,0
OK03600,12,0,0,0,0,0,0
OK03603,12,0,0,0,0,0,0
OK04501,2,0,0,0,0,0,0
OK04502,10,0,0,0,0,0,0
OK04902,12,0,0,0,0,0,0
OK05100,12,0,0,0,0,0,0
OK05301,4,0,0,0,0,0,0
OK05500,12,0,0,0,0,0,0
OK05501,12,0,0,0,0,0,0
OK05502,12,0,0,0,0,0,0
OK05503,12,0,0,0,0,0,0
OK05504,12,0,0,0,0,0,0
OK05506,12,8,5,0,0,0,0
OK05507,12,0,0,0,0,0,0
OK05508,12,0,0,0,0,0,0
OK05517,12,0,0,0,0,0,0
OK05602,12,0,0,0,0,0,0
OK05800,12,0,0,0,0,0,0
OK05815,12,0,0,0,0,0,0
OK05900,12,0,0,0,0,0,0
OK05901,8,0,0,0,0,0,0
OK05902,12,0,0,0,0,0,0
OK06010,12,0,0,0,0,0,0
OK06200,12,0,0,0,0,0,0
OK06201,12,0,0,0,0,0,0
OK06300,12,0,0,0,0,0,0
OK06301,12,0,0,0,0,0,0
OK06600,12,0,0,0,0,0,0
OK06601,12,0,0,0,0,0,0
OK06603,12,0,0,0,0,0,0
OK06613,12,0,0,0,0,0,0
OK06702,12,0,0,0,0,0,0
OK07001,3,0,0,0,0,0,0
OK07201,12,0,0,0,0,0,0
OK07203,12,0,0,0,0,0,0
OK07205,12,2,2,0,0,0,0
OK07207,12,0,0,0,0,0,0
OK07213,12,0,0,0,0,0,0
OK07301,12,0,0,0,0,0,0
OK07400,3,0,0,0,0,0,0
OK07401,12,0,0,0,0,0,0
OR01303,2,0,0,0,0,0,0
TNMPD00,10,24,8,0,1,0,0
TNTHP01,1,1,1,0,0,0,0
TN00703,1,1,0,0,0,0,0
TN01901,3,3,2,0,0,0,0
TN03301,1,3,3,0,0,0,0
TN04600,1,1,0,0,0,0,0
TXDPD00,12,28,6,2,6,2,2
TXHPD00,12,2,0,0,6,2,0
TXSPD00,12,16,6,1,2,0,0
TX00100,12,0,0,0,0,0,0
TX00101,12,0,0,0,0,0,0
TX00103,12,0,0,0,0,0,0
TX00200,12,0,0,0,0,0,0
TX00201,12,0,0,0,0,0,0
TX00300,12,0,0,0,0,0,0
TX00301,12,0,0,0,0,0,0
TX00302,12,0,0,0,0,0,0
TX00304,12,0,0,0,0,0,0
TX00313,12,0,0,0,0,0,0
TX00400,12,0,0,0,0,0,0
TX00401,12,0,0,0,0,0,0
TX00402,12,0,0,0,0,0,0
TX00410,12,0,0,0,0,0,0
TX00500,12,0,0,0,0,0,0
TX00600,12,0,0,0,0,0,0
TX00701,12,0,0,0,0,0,0
TX00702,12,0,0,0,0,0,0
TX00703,12,0,0,0,0,0,0
TX00704,12,0,0,0,1,1,0
TX00800,12,0,0,0,0,0,0
TX00801,12,0,0,0,0,0,0
TX00802,12,0,0,0,0,0,0
TX00807,12,0,0,0,0,0,0
TX00809,12,0,0,0,0,0,0
TX00900,12,0,0,0,0,0,0
TX00901,12,0,0,0,0,0,0
TX01000,12,0,0,0,0,0,0
TX01100,12,0,0,0,0,0,0
TX01101,12,0,0,0,0,0,0
TX01102,12,0,0,0,0,0,0
TX01103,12,0,0,0,0,0,0
TX01200,12,0,0,0,0,0,0
TX01201,12,0,0,0,0,0,0
TX01300,12,0,0,0,0,0,0
TX01301,12,0,0,0,0,0,0
TX01400,12,0,0,0,0,0,0
TX01402,12,0,0,0,0,0,0
TX01403,12,0,0,0,0,0,0
TX01404,12,3,1,0,0,0,0
TX01405,12,0,0,0,0,0,0
TX01409,12,0,0,0,0,0,0
TX01410,12,0,0,0,0,0,0
TX01415,12,0,0,0,0,0,0
TX01417,12,0,0,0,0,0,0
TX01418,12,0,0,0,0,0,0
TX01419,12,0,0,0,0,0,0
TX01423,12,0,0,0,0,0,0
TX01500,12,0,0,0,3,1,0
TX01501,12,0,0,0,0,0,0
TX01502,12,0,0,0,0,0,0
TX01503,12,0,0,0,0,0,0
TX01505,12,0,0,0,0,0,0
TX01507,12,0,0,0,0,0,0
TX01508,12,0,0,0,0,0,0
TX01509,12,0,0,0,0,0,0
TX01510,12,0,0,0,0,0,0
TX01511,12,0,0,0,0,0,0
TX01512,12,0,0,0,0,0,0
TX01513,12,0,0,0,0,0,0
TX01514,12,0,0,0,0,0,0
TX01515,12,0,0,0,0,0,0
TX01516,12,0,0,0,0,0,0
TX01517,12,0,0,0,0,0,0
TX01519,12,0,0,0,0,0,0
TX01520,12,0,0,0,0,0,0
TX01521,12,0,0,0,0,0,0
TX01522,12,0,0,0,0,0,0
TX01523,12,0,0,0,0,0,0
TX01530,12,0,0,0,0,0,0
TX01531,12,0,0,0,0,0,0
TX01534,12,0,0,0,0,0,0
TX01539,12,0,0,0,0,0,0
TX01570,12,0,0,0,0,0,0
TX01600,12,0,0,0,0,0,0
TX01601,12,0,0,0,0,0,0
TX01602,12,0,0,0,0,0,0
TX01700,12,0,0,0,0,0,0
TX01800,12,0,0,0,0,0,0
TX01801,12,0,0,0,0,0,0
TX01802,12,0,0,0,0,0,0
TX01900,12,0,0,0,0,0,0
TX01901,12,0,0,0,0,0,0
TX01903,12,0,0,0,0,0,0
TX01904,12,0,0,0,0,0,0
TX01905,12,0,0,0,0,0,0
TX01906,12,0,0,0,0,0,0
TX01908,12,0,0,0,0,0,0
TX02000,12,0,0,0,0,0,0
TX02001,12,0,0,0,0,0,0
TX02002,12,0,0,0,0,0,0
TX02003,12,0,0,0,0,0,0
TX02004,12,0,0,0,0,0,0
TX02005,12,0,0,0,0,0,0
TX02008,12,0,0,0,0,0,0
TX02009,12,0,0,0,0,0,0
TX02011,12,0,0,0,0,0,0
TX02012,12,0,0,0,0,0,0
TX02014,12,0,0,0,0,0,0
TX02017,12,0,0,0,0,0,0
TX02018,12,0,0,0,0,0,0
TX02019,12,0,0,0,0,0,0
TX02027,12,0,0,0,0,0,0
TX02028,12,0,0,0,0,0,0
TX02029,12,0,0,0,0,0,0
TX02032,12,0,0,0,0,0,0
TX02033,12,0,0,0,0,0,0
TX02035,12,0,0,0,0,0,0
TX02100,12,0,0,0,0,0,0
TX02101,12,0,0,0,0,0,0
TX02102,12,0,0,0,0,0,0
TX02104,12,0,0,0,0,0,0
TX02200,12,0,0,0,0,0,0
TX02201,12,0,0,0,0,0,0
TX02202,12,0,0,0,0,0,0
TX02300,12,0,0,0,0,0,0
TX02400,12,0,0,0,0,0,0
TX02401,12,0,0,0,0,0,0
TX02500,12,0,0,0,0,0,0
TX02501,12,0,0,0,0,0,0
TX02502,12,0,0,0,0,0,0
TX02503,12,0,0,0,0,0,0
TX02600,12,0,0,0,0,0,0
TX02601,12,0,0,0,0,0,0
TX02602,12,0,0,0,0,0,0
TX02700,12,0,0,0,0,0,0
TX02701,12,0,0,0,0,0,0
TX02706,12,0,0,0,0,0,0
TX02707,12,0,0,0,0,0,0
TX02711,12,0,0,0,0,0,0
TX02800,12,0,0,0,0,0,0
TX02801,12,0,0,0,0,0,0
TX02802,12,0,0,0,0,0,0
TX02809,12,0,0,0,0,0,0
TX02900,12,0,0,0,0,0,0
TX03000,12,0,0,0,0,0,0
TX03001,12,0,0,0,0,0,0
TX03003,12,0,0,0,0,0,0
TX03100,12,0,0,0,0,0,0
TX03101,12,0,0,0,1,0,0
TX03102,12,0,0,0,0,0,0
TX03103,12,0,0,0,0,0,0
TX03104,12,0,0,0,0,0,0
TX03105,12,0,0,0,0,0,0
TX03106,12,0,0,0,0,0,0
TX03107,12,0,0,0,0,0,0
TX03108,12,0,0,0,0,0,0
TX03109,12,0,0,0,0,0,0
TX03110,3,0,0,0,0,0,0
TX03112,12,0,0,0,0,0,0
TX03113,12,0,0,0,0,0,0
TX03114,12,0,0,0,0,0,0
TX03124,12,0,0,0,0,0,0
TX03125,12,0,0,0,0,0,0
TX03129,12,0,0,0,0,0,0
TX03132,12,0,0,0,0,0,0
TX03134,12,0,0,0,0,0,0
TX03200,12,0,0,0,0,0,0
TX03201,12,0,0,0,0,0,0
TX03300,12,0,0,0,0,0,0
TX03301,12,0,0,0,0,0,0
TX03400,12,0,0,0,0,0,0
TX03401,12,0,0,0,0,0,0
TX03402,12,0,0,0,0,0,0
TX03403,12,0,0,0,0,0,0
TX03404,12,0,0,0,0,0,0
TX03500,12,0,0,0,0,0,0
TX03501,12,0,0,0,0,0,0
TX03600,12,2,2,0,0,0,0
TX03607,12,0,0,0,0,0,0
TX03610,12,0,0,0,0,0,0
TX03700,12,0,0,0,0,0,0
TX03701,12,0,0,0,0,0,0
TX03703,12,0,0,0,0,0,0
TX03800,12,0,0,0,0,0,0
TX03900,12,0,0,0,0,0,0
TX04000,12,0,0,0,0,0,0
TX04100,12,0,0,0,0,0,0
TX04201,12,0,0,0,0,0,0
TX04202,12,0,0,0,0,0,0
TX04301,12,0,0,0,0,0,0
TX04302,12,0,0,0,0,0,0
TX04303,12,0,0,0,0,0,0
TX04307,12,0,0,0,0,0,0
TX04309,12,0,0,0,0,0,0
TX04317,12,0,0,0,0,0,0
TX04319,12,0,0,0,0,0,0
TX04320,12,0,0,0,0,0,0
TX04325,12,0,0,0,0,0,0
TX04326,12,0,0,0,0,0,0
TX04400,12,0,0,0,0,0,0
TX04500,12,0,0,0,0,0,0
TX04501,12,0,0,0,0,0,0
TX04502,12,0,0,0,0,0,0
TX04503,12,0,0,0,0,0,0
TX04600,12,0,0,0,0,0,0
TX04601,12,0,0,0,0,0,0
TX04607,12,0,0,0,0,0,0
TX04608,12,0,0,0,0,0,0
TX04700,12,0,0,0,0,0,0
TX04701,12,0,0,0,0,0,0
TX04702,12,0,0,0,0,0,0
TX04800,12,0,0,0,0,0,0
TX04901,12,0,0,0,0,0,0
TX04908,12,0,0,0,0,0,0
TX05000,12,0,0,0,0,0,0
TX05001,12,0,0,0,0,0,0
TX05002,12,0,0,0,0,0,0
TX05100,12,0,0,0,0,0,0
TX05101,12,0,0,0,0,0,0
TX05200,12,0,0,0,0,0,0
TX05201,12,0,0,0,0,0,0
TX05300,12,0,0,0,0,0,0
TX05400,12,0,0,0,0,0,0
TX05401,12,0,0,0,0,0,0
TX05403,12,0,0,0,0,0,0
TX05500,12,0,0,0,0,0,0
TX05600,12,0,0,0,0,0,0
TX05601,12,0,0,0,0,0,0
TX05700,12,0,0,0,0,0,0
TX05701,12,0,0,0,0,0,0
TX05702,12,0,0,0,0,0,0
TX05704,12,0,0,0,0,0,0
TX05705,12,0,0,0,0,0,0
TX05706,12,0,0,0,0,0,0
TX05707,12,0,0,0,0,0,0
TX05708,12,0,0,0,0,0,0
TX05709,12,0,0,0,0,0,0
TX05710,12,0,0,0,0,0,0
TX05711,12,0,0,0,0,0,0
TX05712,12,0,0,0,0,0,0
TX05714,12,0,0,0,0,0,0
TX05715,12,0,0,0,0,0,0
TX05718,12,0,0,0,0,0,0
TX05720,12,0,0,0,0,0,0
TX05722,12,0,0,0,0,0,0
TX05724,12,0,0,0,0,0,0
TX05725,12,0,0,0,0,0,0
TX05726,12,0,0,0,0,0,0
TX05728,12,0,0,0,0,0,0
TX05734,12,0,0,0,0,0,0
TX05735,12,0,0,0,0,0,0
TX05744,12,0,0,0,0,0,0
TX05745,12,0,0,0,0,0,0
TX05747,12,0,0,0,0,0,0
TX05750,12,0,0,0,0,0,0
TX05751,12,0,0,0,0,0,0
TX05752,12,0,0,0,0,0,0
TX05755,12,0,0,0,0,0,0
TX05768,12,0,0,0,0,0,0
TX05800,12,0,0,0,0,0,0
TX05801,12,0,0,0,0,0,0
TX05900,12,0,0,0,0,0,0
TX05901,12,0,0,0,0,0,0
TX06000,12,0,0,0,0,0,0
TX06100,12,0,0,0,0,0,0
TX06101,12,0,0,0,0,0,0
TX06105,12,0,0,0,0,0,0
TX06106,1,1,0,0,0,0,0
TX06107,12,0,0,0,0,0,0
TX06108,12,0,0,0,0,0,0
TX06110,12,0,0,0,0,0,0
TX06111,12,0,0,0,0,0,0
TX06113,12,0,0,0,0,0,0
TX06114,12,0,0,0,0,0,0
TX06115,12,0,0,0,0,0,0
TX06120,12,0,0,0,0,0,0
TX06123,12,0,0,0,0,0,0
TX06125,12,0,0,0,0,0,0
TX06128,12,0,0,0,0,0,0
TX06129,12,0,0,0,0,0,0
TX06131,12,0,0,0,0,0,0
TX06132,12,0,0,0,0,0,0
TX06135,12,0,0,0,0,0,0
TX06137,4,0,0,0,0,0,0
TX06139,12,0,0,0,0,0,0
TX06200,12,0,0,0,0,0,0
TX06201,12,0,0,0,0,0,0
TX06203,12,0,0,0,0,0,0
TX06300,12,0,0,0,0,0,0
TX06301,12,0,0,0,0,0,0
TX06400,12,0,0,0,0,0,0
TX06500,12,0,0,0,0,0,0
TX06600,12,0,0,0,0,0,0
TX06603,12,0,0,0,1,1,0
TX06700,12,0,0,0,0,0,0
TX06701,12,0,0,0,0,0,0
TX06702,12,0,0,0,0,0,0
TX06703,12,0,0,0,0,0,0
TX06704,12,0,0,0,0,0,0
TX06800,12,0,0,0,0,0,0
TX06802,12,1,0,0,0,0,0
TX06804,12,0,0,0,0,0,0
TX06808,12,0,0,0,0,0,0
TX06900,12,0,0,0,0,0,0
TX07000,12,0,0,0,0,0,0
TX07001,12,0,0,0,1,1,0
TX07002,12,0,0,0,0,0,0
TX07004,12,0,0,0,0,0,0
TX07005,12,0,0,0,0,0,0
TX07007,12,0,0,0,0,0,0
TX07008,12,0,0,0,0,0,0
TX07010,12,0,0,0,0,0,0
TX07100,12,0,0,0,0,0,0
TX07101,12,0,0,0,0,0,0
TX07102,12,0,0,0,1,0,0
TX07104,12,0,0,0,0,0,0
TX07111,12,0,0,0,0,0,0
TX07112,12,0,0,0,0,0,0
TX07113,12,0,0,0,0,0,0
TX07114,12,0,0,0,0,0,0
TX07116,12,0,0,0,0,0,0
TX07122,12,0,0,0,0,0,0
TX07200,12,0,0,0,0,0,0
TX07201,12,0,0,0,0,0,0
TX07202,12,0,0,0,0,0,0
TX07204,12,0,0,0,0,0,0
TX07300,12,0,0,0,0,0,0
TX07302,12,0,0,0,0,0,0
TX07400,12,0,0,0,0,0,0
TX07401,12,0,0,0,0,0,0
TX07500,12,0,0,0,0,0,0
TX07501,12,0,0,0,0,0,0
TX07503,12,0,0,0,0,0,0
TX07508,12,0,0,0,0,0,0
TX07600,12,0,0,0,0,0,0
TX07700,12,0,0,0,0,0,0
TX07701,12,0,0,0,0,0,0
TX07800,1,0,0,0,0,0,0
TX07801,12,0,0,0,0,0,0
TX07900,12,0,0,0,0,0,0
TX07901,12,0,0,0,0,0,0
TX07902,12,0,0,0,0,0,0
TX07903,12,0,0,0,0,0,0
TX07904,12,0,0,0,0,0,0
TX07905,12,0,0,0,0,0,0
TX07907,12,0,0,0,0,0,0
TX07912,12,0,0,0,0,0,0
TX07913,12,0,0,0,0,0,0
TX07916,12,0,0,0,0,0,0
TX08000,12,0,0,0,0,0,0
TX08100,12,0,0,0,0,0,0
TX08101,12,0,0,0,0,0,0
TX08102,12,0,0,0,0,0,0
TX08103,12,0,0,0,0,0,0
TX08200,12,0,0,0,0,0,0
TX08201,12,0,0,0,0,0,0
TX08203,12,0,0,0,1,1,0
TX08300,12,0,0,0,0,0,0
TX08301,12,0,0,0,0,0,0
TX08302,12,0,0,0,0,0,0
TX08400,12,0,0,0,0,0,0
TX08402,12,0,0,0,0,0,0
TX08403,12,0,0,0,0,0,0
TX08404,12,0,0,0,0,0,0
TX08405,12,0,0,0,0,0,0
TX08406,12,0,0,0,0,0,0
TX08407,12,0,0,0,0,0,0
TX08408,12,0,0,0,0,0,0
TX08409,12,0,0,0,0,0,0
TX08410,12,0,0,0,0,0,0
TX08412,12,0,0,0,0,0,0
TX08419,12,0,0,0,0,0,0
TX08421,12,0,0,0,0,0,0
TX08422,12,0,0,0,0,0,0
TX08423,12,0,0,0,0,0,0
TX08431,12,0,0,0,0,0,0
TX08500,12,0,0,0,0,0,0
TX08600,12,0,0,0,0,0,0
TX08601,12,0,0,0,0,0,0
TX08700,12,0,0,0,0,0,0
TX08900,12,0,0,0,0,0,0
TX08901,12,0,0,0,0,0,0
TX08902,12,0,0,0,0,0,0
TX08904,3,0,0,0,0,0,0
TX09000,12,0,0,0,0,0,0
TX09002,12,0,0,0,0,0,0
TX09100,12,0,0,0,0,0,0
TX09101,12,0,0,0,0,0,0
TX09102,12,0,0,0,0,0,0
TX09103,12,0,0,0,0,0,0
TX09104,12,0,0,0,0,0,0
TX09105,12,0,0,0,0,0,0
TX09106,12,0,0,0,0,0,0
TX09107,12,0,0,0,0,0,0
TX09110,12,0,0,0,0,0,0
TX09118,12,0,0,0,0,0,0
TX09119,12,0,0,0,0,0,0
TX09121,12,0,0,0,0,0,0
TX09122,12,0,0,0,0,0,0
TX09200,12,0,0,0,0,0,0
TX09202,12,0,0,0,0,0,0
TX09204,12,0,0,0,0,0,0
TX09206,12,0,0,0,0,0,0
TX09300,12,0,0,0,0,0,0
TX09301,12,0,0,0,0,0,0
TX09400,12,0,0,0,0,0,0
TX09402,12,0,0,0,0,0,0
TX09403,12,0,0,0,0,0,0
TX09406,12,0,0,0,0,0,0
TX09500,12,0,0,0,0,0,0
TX09501,12,0,0,0,0,0,0
TX09502,12,0,0,0,0,0,0
TX09504,12,0,0,0,0,0,0
TX09600,12,0,0,0,0,0,0
TX09601,12,0,0,0,0,0,0
TX09700,12,0,0,0,0,0,0
TX09800,12,0,0,0,0,0,0
TX09802,12,0,0,0,0,0,0
TX09900,12,0,0,0,0,0,0
TX10000,12,0,0,0,0,0,0
TX10001,12,0,0,0,0,0,0
TX10002,12,0,0,0,0,0,0
TX10003,12,0,0,0,0,0,0
TX10100,12,5,2,0,3,0,0
TX10101,12,0,0,0,0,0,0
TX10102,12,0,0,0,0,0,0
TX10104,12,0,0,0,0,0,0
TX10106,12,0,0,0,0,0,0
TX10109,12,0,0,0,0,0,0
TX10111,12,0,0,0,0,0,0
TX10112,12,0,0,0,0,0,0
TX10113,12,0,0,0,0,0,0
TX10115,12,0,0,0,0,0,0
TX10117,12,0,0,0,0,0,0
TX10119,12,0,0,0,0,0,0
TX10120,12,0,0,0,0,0,0
TX10121,12,0,0,0,0,0,0
TX10124,12,0,0,0,0,0,0
TX10125,12,0,0,0,0,0,0
TX10126,12,0,0,0,0,0,0
TX10128,12,0,0,0,0,0,0
TX10129,12,0,0,0,0,0,0
TX10132,12,0,0,0,0,0,0
TX10133,12,0,0,0,0,0,0
TX10138,12,0,0,0,0,0,0
TX10139,12,0,0,0,0,0,0
TX10141,12,0,0,0,0,0,0
TX10142,12,0,0,0,0,0,0
TX10154,12,0,0,0,0,0,0
TX10157,12,0,0,0,0,0,0
TX10160,12,0,0,0,0,0,0
TX10166,12,0,0,0,0,0,0
TX10167,12,0,0,0,0,0,0
TX10169,12,0,0,0,0,0,0
TX10170,12,0,0,0,0,0,0
TX10171,12,0,0,0,0,0,0
TX10172,12,0,0,0,0,0,0
TX10173,12,0,0,0,0,0,0
TX10178,12,0,0,0,0,0,0
TX10200,12,0,0,0,0,0,0
TX10201,12,0,0,0,0,0,0
TX10202,12,0,0,0,0,0,0
TX10213,12,0,0,0,0,0,0
TX10300,12,0,0,0,0,0,0
TX10400,12,0,0,0,0,0,0
TX10401,12,0,0,0,0,0,0
TX10500,12,0,0,0,0,0,0
TX10501,12,0,0,0,0,0,0
TX10503,12,0,0,0,0,0,0
TX10507,12,0,0,0,0,0,0
TX10512,12,0,0,0,0,0,0
TX10600,12,0,0,0,0,0,0
TX10700,12,0,0,0,0,0,0
TX10701,12,0,0,0,0,0,0
TX10702,12,0,0,0,0,0,0
TX10705,12,0,0,0,0,0,0
TX10707,12,0,0,0,0,0,0
TX10710,12,0,0,0,0,0,0
TX10800,12,0,0,0,0,0,0
TX10801,12,0,0,0,0,0,0
TX10802,12,0,0,0,0,0,0
TX10803,12,0,0,0,0,0,0
TX10804,12,0,0,0,0,0,0
TX10805,12,0,0,0,2,2,0
TX10806,12,0,0,0,0,0,0
TX10807,12,0,0,0,0,0,0
TX10808,12,0,0,0,0,0,0
TX10809,12,0,0,0,0,0,0
TX10810,12,0,0,0,0,0,0
TX10811,12,0,0,0,0,0,0
